RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,3PR,3PRD,WAB,SEED
14,Clemson,ACC,34,11,119.1,93.0,0.9148,61.2,48.2,17.1,17.6,35.4,24.4,44.7,30.4,51.4,50.0,31.2,29.6,65.4,36.62997481271345,43.83876649650721,-12.7,
15,Saint Mary's,WCC,38,35,108.7,84.3,0.9014,46.8,45.2,12.8,12.1,32.2,28.3,40.2,21.8,55.9,47.4,25.0,26.5,65.3,36.62997481271345,43.83876649650721,18.3,12.0
16,Oregon,P12,36,30,120.7,96.7,0.8983,51.6,40.2,10.4,22.7,22.0,23.9,29.2,38.2,52.5,43.5,24.8,34.6,68.9,36.62997481271345,43.83876649650721,12.8,1.0
17,Florida,SEC,35,20,115.2,92.3,0.8892,52.4,40.4,16.4,16.1,33.7,34.8,36.7,26.3,54.6,41.0,36.9,25.8,63.7,36.62997481271345,43.83876649650721,0.8,
18,Houston,Amer,36,17,129.2,106.3,0.8891,53.6,47.3,10.4,13.3,29.9,31.1,42.0,29.8,56.3,37.9,27.4,23.1,80.3,36.62997481271345,43.83876649650721,-2.6,
19,Indiana,B10,35,24,95.9,73.9,0.8815,48.6,47.6,20.4,14.1,23.8,35.5,33.7,25.4,51.7,39.9,25.6,37.9,75.7,36.62997481271345,43.83876649650721,5.9,1.0
20,Miami,ACC,39,36,117.2,95.3,0.8798,51.6,51.6,16.9,12.9,35.8,31.3,36.2,27.9,60.1,51.2,43.1,40.5,68.2,36.62997481271345,43.83876649650721,14.3,
21,Villanova,BE,34,22,116.4,95.9,0.8658,55.3,50.0,20.1,16.1,32.9,23.0,40.6,25.3,39.4,45.6,32.8,29.6,74.1,36.62997481271345,43.83876649650721,7.2,8.0
22,Memphis,Amer,32,14,112.8,93.3,0.8549,49.4,42.2,13.1,16.8,41.7,30.3,32.5,31.5,47.7,45.1,44.3,37.7,69.7,36.62997481271345,43.83876649650721,-5.9,3.0
23,Ohio State,B10,29,13,108.8,90.0,0.8472,58.4,48.6,12.3,17.7,24.2,34.2,30.3,23.4,47.0,42.8,34.1,37.0,57.3,36.62997481271345,43.83876649650721,-2.5,
24,Michigan,B10,28,15,99.0,80.5,0.8423,46.4,54.8,20.6,26.1,30.6,33.4,24.6,18.0,49.2,60.8,39.4,34.5,65.3,36.62997481271345,43.83876649650721,-2.2,
25,Wisconsin,B10,28,12,111.1,93.4,0.833,49.9,43.0,17.4,13.7,40.5,25.7,48.3,31.6,51.8,49.5,35.7,31.4,73.8,36.62997481271345,43.83876649650721,-3.3,
26,BYU,WCC,29,25,113.6,96.8,0.8207,56.6,44.0,13.2,16.6,38.4,20.2,48.0,31.9,43.1,52.3,29.7,30.4,43.1,36.62997481271345,43.83876649650721,9.1,
27,Austin Peay,OVC,39,29,112.8,97.1,0.8062,48.7,45.9,14.0,18.3,33.6,21.9,51.7,31.9,47.7,60.9,33.2,32.7,64.6,36.62997481271345,43.83876649650721,10.5,
28,Arizona,P12,32,18,102.6,87.5,0.7979,54.5,45.1,19.6,26.9,27.0,24.2,49.2,27.3,50.1,43.2,41.2,28.5,63.4,36.62997481271345,43.83876649650721,2.3,
29,Marquette,BE,30,16,118.9,104.3,0.7907,46.1,53.1,12.5,24.4,23.7,19.4,26.8,26.0,58.5,46.4,35.1,34.5,69.7,36.62997481271345,43.83876649650721,-3.3,
30,Wake Forest,ACC,32,12,105.3,90.9,0.7869,47.0,48.9,17.4,3.1,35.1,20.5,32.5,33.2,64.7,41.4,46.7,29.2,73.3,36.62997481271345,43.83876649650721,-4.5,
31,Mississippi State,SEC,37,32,123.2,109.8,0.7712,58.5,46.3,18.1,15.9,31.9,30.2,39.7,29.7,52.5,59.3,45.1,26.9,62.1,36.62997481271345,43.83876649650721,14.6,
32,VCU,A10,38,25,120.1,106.8,0.7707,49.9,44.9,16.5,16.3,24.7,26.1,44.2,32.7,34.8,50.2,32.9,44.4,60.2,36.62997481271345,43.83876649650721,5.5,
33,Colorado State,MWC,28,19,103.6,90.4,0.7686,51.2,49.2,13.8,20.7,39.9,38.1,47.2,27.0,53.0,54.6,25.1,37.1,73.2,36.62997481271345,43.83876649650721,7.1,
34,Utah State,MWC,31,18,104.5,92.1,0.7543,51.7,53.3,13.3,16.8,33.7,32.0,31.6,30.0,52.8,53.5,34.6,30.7,58.4,36.62997481271345,43.83876649650721,-3.5,
35,Cincinnati,Amer,30,17,113.6,102.8,0.7273,47.6,51.9,17.4,19.0,26.7,22.9,46.5,39.6,44.5,42.7,31.7,35.2,70.7,36.62997481271345,43.83876649650721,1.5,
36,Oklahoma,B12,36,11,109.8,99.1,0.7247,44.6,37.0,16.4,18.7,29.1,32.3,29.1,32.7,58.6,49.7,37.8,32.2,71.2,36.62997481271345,43.83876649650721,-8.6,
37,Louisville,ACC,34,26,100.4,92.9,0.6651,52.1,50.6,11.5,22.1,29.3,28.3,22.9,30.2,51.2,49.4,30.7,30.1,70.2,36.62997481271345,43.83876649650721,10.5,
38,San Francisco,WCC,39,20,103.5,97.0,0.6434,39.6,47.7,20.3,11.5,42.1,22.7,47.2,28.5,58.1,49.8,46.3,33.1,75.4,36.62997481271345,43.83876649650721,-0.5,
39,Texas,B12,29,14,97.8,91.3,0.6426,46.2,48.8,18.3,16.0,29.4,21.2,40.1,26.6,48.2,44.7,30.2,32.0,60.8,36.62997481271345,43.83876649650721,0.3,
40,Nevada,MWC,37,17,102.9,98.0,0.6087,51.5,55.9,18.8,13.5,25.3,33.7,25.3,32.9,55.1,53.8,39.7,26.2,59.8,36.62997481271345,43.83876649650721,-2.8,
41,North Carolina,ACC,28,23,102.4,98.0,0.5995,42.8,45.8,17.6,23.8,28.3,29.1,29.6,29.2,47.4,50.2,37.2,35.5,52.2,36.62997481271345,43.83876649650721,7.2,
42,UCLA,P12,37,23,109.3,105.3,0.5893,51.3,40.0,16.6,12.9,28.7,20.2,44.8,22.1,50.0,52.9,26.7,38.7,60.8,36.62997481271345,43.83876649650721,4.2,
43,TCU,B12,30,11,98.0,94.7,0.5757,44.9,46.2,15.9,18.9,40.4,31.1,40.3,30.2,51.3,46.1,32.5,37.5,66.3,36.62997481271345,43.83876649650721,-4.5,
44,Virginia,ACC,36,24,101.5,99.3,0.5502,49.1,49.9,11.2,16.8,32.1,28.8,27.5,43.4,50.2,48.2,42.0,36.0,73.5,36.62997481271345,43.83876649650721,9.2,
45,Duke,ACC,33,30,101.6,100.2,0.5314,52.4,49.2,16.6,18.7,22.2,27.9,24.0,36.3,47.7,44.0,29.7,23.6,57.0,36.62997481271345,43.83876649650721,14.5,
46,Morehead State,OVC,37,26,99.4,98.4,0.5227,45.1,41.7,11.6,20.9,28.2,20.9,42.0,31.6,49.4,49.5,33.8,41.2,88.7,36.62997481271345,43.83876649650721,6.9,
47,Stanford,P12,38,10,96.4,95.4,0.5222,43.0,48.8,14.5,14.3,41.8,26.1,28.6,41.0,42.4,51.3,39.7,36.3,52.7,36.62997481271345,43.83876649650721,-10.8,
48,Syracuse,ACC,28,16,107.4,107.2,0.5053,45.4,57.3,15.9,15.0,45.2,25.8,35.1,37.1,41.2,39.9,33.1,24.8,77.5,36.62997481271345,43.83876649650721,4.1,
49,Auburn,SEC,33,10,107.4,107.5,0.4968,52.4,54.8,14.5,26.0,36.3,29.9,43.7,34.2,55.4,55.1,38.2,30.7,76.3,36.62997481271345,43.83876649650721,-7.0,
50,Davidson,A10,30,13,101.3,102.6,0.4698,48.9,46.6,15.2,24.6,39.0,25.0,35.5,31.3,62.3,53.1,43.9,36.9,76.0,36.62997481271345,43.83876649650721,-4.0,
51,SMU,Amer,35,23,102.9,105.4,0.4423,58.9,51.3,13.0,16.4,24.5,25.2,24.9,23.6,43.9,50.6,31.0,32.5,65.4,36.62997481271345,43.83876649650721,6.7,
52,San Diego State,MWC,32,11,96.8,99.4,0.442,50.7,44.9,14.7,20.9,33.6,22.6,32.5,34.7,59.0,45.4,38.2,39.7,68.7,36.62997481271345,43.83876649650721,-6.2,
53,West Virginia,B12,38,30,84.0,89.8,0.3716,56.2,46.6,16.8,17.9,37.7,27.2,30.9,28.0,42.9,50.0,24.1,36.2,69.8,36.62997481271345,43.83876649650721,10.9,
54,Alabama,SEC,32,24,100.5,107.4,0.3495,46.1,53.4,14.0,13.3,29.8,26.8,30.6,30.6,48.5,42.4,19.1,27.1,69.7,36.62997481271345,43.83876649650721,7.4,
55,Michigan State,B10,29,12,98.0,105.3,0.341,48.8,55.0,18.2,15.2,48.9,35.3,45.1,33.1,55.4,50.1,51.5,34.1,66.5,36.62997481271345,43.83876649650721,-0.4,
56,Dayton,A10,38,25,67.3,75.7,0.3173,53.5,53.7,18.1,16.2,33.9,25.9,24.9,34.8,51.8,53.1,34.0,26.4,76.3,36.62997481271345,43.83876649650721,7.6,
57,Xavier,BE,38,33,104.6,114.2,0.2948,54.4,48.0,16.0,10.9,21.0,19.9,28.1,31.2,61.0,44.5,34.8,36.9,70.8,36.62997481271345,43.83876649650721,17.6,
58,Kentucky,SEC,30,21,87.0,96.9,0.2882,48.8,53.6,19.4,16.4,27.5,26.0,48.1,21.8,57.2,53.1,31.6,31.1,59.2,36.62997481271345,43.83876649650721,6.3,
59,Gonzaga,WCC,38,31,104.5,115.9,0.2623,53.3,44.7,11.9,23.1,28.7,24.6,31.7,36.1,49.7,49.6,33.3,35.0,67.2,36.62997481271345,43.83876649650721,14.7,
60,LSU,SEC,39,36,98.0,120.1,0.1181,46.1,44.4,12.6,21.3,33.2,27.4,37.1,40.4,49.9,45.7,39.1,35.0,57.9,36.62997481271345,43.83876649650721,14.1,
